"RowNumber","BreedName","ZipCode","Borough","cleaned_borough","supposed_borough","issued_year","expired_year"
60893,"Beagle",10163,"manhattan","manhattan",NA,2016,2017
60927,"American Pit Bull Mix / Pit Bull Mix",11040,"queens","queens",NA,2016,2017
60949,"Lhasa Apso",11040,"queens","queens",NA,2016,2017
61210,"Welsh Terrier",10014,"new york","unknown","manhattan",2016,2017
61307,"French Bulldog",11545,"queens","queens",NA,2016,2017
61379,"Shih Tzu Crossbreed",10305,"manhattan","manhattan","staten",2016,2017
61389,"Bull Dog, English",11206,"queens","queens","brooklyn",2016,2017
61591,"Unknown",10025,"brooklyn","brooklyn","manhattan",2016,2017
61645,"Chihuahua",11323,"queens","queens",NA,2016,2017
61706,"Labrador Retriever",10463,"manhattan","manhattan","bronx",2016,2017
61715,"Australian Cattle Dog",10005,"new york","unknown","manhattan",2016,2017
61814,"Chihuahua",11001,"queens","queens",NA,2016,2017
63468,"Bull Dog, French",11096,"queens","queens",NA,2016,2017
64219,"Beagle",11001,"queens","queens",NA,2016,2017
64502,"Maltese Crossbreed",10314,"brooklyn","brooklyn","staten",2016,2017
64811,"Golden Retriever",10185,"manhattan","manhattan",NA,2016,2017
64825,"Rottweiler",10001,"new york","unknown","manhattan",2016,2017
64936,"American Pit Bull Terrier/Pit Bull",11225,"queens","queens","brooklyn",2016,2017
65011,"Yorkshire Terrier",11553,"manhattan","manhattan",NA,2016,2017
65417,"Yorkshire Terrier",11429,"brooklyn","brooklyn","queens",2016,2017
65552,"Poodle, Standard",11003,"queens","queens",NA,2016,2017
65601,"Labradoodle",10004,"new york","unknown","manhattan",2016,2017
65609,"Labradoodle",10004,"new york","unknown","manhattan",2016,2017
65687,"Cocker Spaniel",11713,"queens","queens",NA,2016,2017
66345,"Yorkshire Terrier",10009,"queens","queens","manhattan",2016,2017
66628,"Unknown",11023,"manhattan","manhattan",NA,2016,2018
66838,"Rottweiler",11205,"queens","queens","brooklyn",2016,2017
66916,"Jack Russell Terrier",10468,"manhattan","manhattan","bronx",2016,2017
67081,"Yorkshire Terrier",11109,"manhattan","manhattan","queens",2016,2017
67085,"Unknown",10101,"manhattan","manhattan",NA,2016,2017
67225,"Bull Dog, English",10468,"manhattan","manhattan","bronx",2016,2017
67553,"Unknown",10026,"new york city","unknown","manhattan",2016,2017
67681,"Labradoodle",10129,"manhattan","manhattan",NA,2016,2017
67922,"American Pit Bull Mix / Pit Bull Mix",11375,"brooklyn","brooklyn","queens",2016,2017
68019,"Bichon Frise",11373,"staten island","staten","queens",2016,2017
68051,"Havanese",11563,"lynbrook","not nyc",NA,2016,2017
68260,"Maltese",11301,"queens","queens",NA,2016,2017
68458,"Unknown",10005,"new york","unknown","manhattan",2016,2017
68484,"Unknown",11001,"queens","queens",NA,2016,2018
68551,"Collie Crossbreed",10032,"new york","unknown","manhattan",2016,2019
68834,"Chihuahua",10028,"new york","unknown","manhattan",2016,2018
68961,"American Pit Bull Terrier/Pit Bull",10156,"manhattan","manhattan",NA,2016,2016
69844,"Shih Tzu",1175,"manhattan","manhattan",NA,2016,2017
69849,"Shih Tzu",1175,"manhattan","manhattan",NA,2016,2017
70058,"Havanese",10185,"manhattan","manhattan",NA,2016,2017
70171,"American Pit Bull Terrier/Pit Bull",11102,"brooklyn","brooklyn","queens",2016,2017
70317,"West Highland White Terrier",11003,"queens","queens",NA,2016,2017
70318,"Cocker Spaniel",11548,"queens","queens",NA,2016,2017
70621,"Morkie",10014,"brooklyn","brooklyn","manhattan",2016,2017
70650,"Maltese",11040,"queens","queens",NA,2016,2017
70776,"Poodle, Toy",10185,"manhattan","manhattan",NA,2016,2017
71268,"Siberian Husky",11716,"manhattan","manhattan",NA,2016,2017
71342,"Yorkshire Terrier Crossbreed",11206,"queens","queens","brooklyn",2016,2017
72216,"Poodle, Standard",11001,"queens","queens",NA,2016,2017
72312,"Shetland Sheepdog",11001,"queens","queens",NA,2016,2017
72471,"Poodle, Toy",11630,"queens","queens",NA,2016,2017
72511,"Unknown",10308,"brooklyn","brooklyn","staten",2016,2017
72624,"Labrador Retriever",11223,"manhattan","manhattan","brooklyn",2016,2017
73186,"Maltese",11040,"queens","queens",NA,2016,2017
73710,"German Shepherd Dog",10460,"brooklyn","brooklyn","bronx",2016,2017
73802,"Shih Tzu",10101,"manhattan","manhattan",NA,2016,2017
73827,"Maltese Crossbreed",11106,"manhattan","manhattan","queens",2016,2017
74143,"Chihuahua Crossbreed",11726,"queens","queens",NA,2016,2017
74463,"Chihuahua Crossbreed",11694,"brooklyn","brooklyn","queens",2016,2017
75255,"American Pit Bull Mix / Pit Bull Mix",10704,"bronx","bronx",NA,2016,2017
75529,"Shih Tzu",11040,"queens","queens",NA,2016,2017
75667,"American Pit Bull Terrier/Pit Bull",13642,"manhattan","manhattan",NA,2016,2017
76038,"Miniature Pinscher",10577,"manhattan","manhattan",NA,2016,2017
76232,"Chihuahua",11420,"brooklyn","brooklyn","queens",2016,2017
76389,"Shih Tzu",11386,"queens","queens",NA,2016,2017
76495,"Poodle, Toy",11202,"brooklyn","brooklyn",NA,2016,2017
76793,"Pekingese",11693,"brooklyn","brooklyn","queens",2016,2017
76887,"Chihuahua",10023,"new york","unknown","manhattan",2016,2017
77867,"Unknown",11109,"manhattan","manhattan","queens",2016,2017
77914,"Jack Russell Terrier",11200,"brooklyn","brooklyn",NA,2016,2016
78084,"Unknown",10940,"middletown","not nyc",NA,2016,2018
78098,"Scottish Terrier",10002,"brooklyn","brooklyn","manhattan",2016,2017
78235,"Chihuahua Crossbreed",10702,"bronx","bronx",NA,2016,2017
78806,"Maltese",10021,"new york","unknown","manhattan",2016,2017
79132,"Dachshund",11021,"queens","queens",NA,2016,2017
79182,"German Shepherd Crossbreed",11001,"queens","queens",NA,2016,2017
79383,"Chihuahua",11040,"queens","queens",NA,2016,2017
79401,"Yorkshire Terrier",10545,"bronx","bronx",NA,2016,2017
79467,"Maltese",11694,"brooklyn","brooklyn","queens",2016,2017
79498,"Lhasa Apso",10545,"bronx","bronx",NA,2016,2017
79590,"Pembroke Welsh Corgi",10570,"manhattan","manhattan",NA,2016,2017
79642,"Staffordshire Bull Terrier",11518,"brooklyn","brooklyn",NA,2016,2017
79801,"Unknown",10150,"manhattan","manhattan",NA,2016,2017
79956,"Beagle",11580,"queens","queens",NA,2016,2021
79959,"Beagle Crossbreed",28677,"staten island","staten",NA,2016,2017
80064,"American Pit Bull Terrier/Pit Bull",10469,"manhattan","manhattan","bronx",2016,2017
80216,"Unknown",10065,"queens","queens","manhattan",2016,2017
80526,"Yorkshire Terrier",10456,"manhattan","manhattan","bronx",2016,2017
80786,"Boston Terrier",11205,"manhattan","manhattan","brooklyn",2016,2017
81064,"Yorkshire Terrier",10305,"brooklyn","brooklyn","staten",2016,2017
81134,"Lhasa Apso",11416,"manhattan","manhattan","queens",2016,2017
81516,"Mastiff",11414,"brooklyn","brooklyn","queens",2016,2017
81885,"American Pit Bull Mix / Pit Bull Mix",11693,"brooklyn","brooklyn","queens",2016,2017
81976,"Unknown",11363,"manhattan","manhattan","queens",2016,2017
82115,"Unknown",11379,"brooklyn","brooklyn","queens",2016,2017
82295,"Unknown",10274,"manhattan","manhattan",NA,2016,2017
82481,"German Shepherd Dog",11001,"queens","queens",NA,2016,2017
82485,"American Pit Bull Mix / Pit Bull Mix",11040,"queens","queens",NA,2016,2017
82492,"Pomeranian",11361,"brooklyn","brooklyn","queens",2016,2017
82661,"Pug",11001,"queens","queens",NA,2016,2017
82717,"Pekingese",11207,"staten island","staten","brooklyn",2016,2017
83229,"Chihuahua",10129,"manhattan","manhattan",NA,2016,2017
83267,"Wheaton Terrier",10024,"queens","queens","manhattan",2016,2017
83372,"Cocker Spaniel",11001,"queens","queens",NA,2016,2017
83374,"Pomeranian",11040,"queens","queens",NA,2016,2017
83560,"Shih Tzu",11753,"staten island","staten",NA,2016,2017
83643,"Poodle, Miniature",11753,"staten island","staten",NA,2016,2017
83697,"Unknown",1003,"manhattan","manhattan",NA,2016,2017
83906,"Yorkshire Terrier",11205,"manhattan","manhattan","brooklyn",2016,2017
84001,"Unknown",11421,"brooklyn","brooklyn","queens",2016,2017
84030,"German Shepherd Dog",11421,"brooklyn","brooklyn","queens",2016,2017
84194,"Miniature Pinscher",10032,"brooklyn","brooklyn","manhattan",2016,2017
84673,"Unknown",10021,"new york","unknown","manhattan",2016,2017
85011,"Cocker Spaniel",11516,"queens","queens",NA,2016,2017
85113,"American Pit Bull Mix / Pit Bull Mix",11420,"brooklyn","brooklyn","queens",2016,2017
85479,"Shih Tzu",10163,"manhattan","manhattan",NA,2016,2017
85581,"Golden Retriever",10150,"manhattan","manhattan",NA,2016,2017
85997,"Maltese Crossbreed",11416,"brooklyn","brooklyn","queens",2016,2017
86020,"Beagle",11230,"manhattan","manhattan","brooklyn",2016,2017
86037,"Cocker Spaniel",11226,"manhattan","manhattan","brooklyn",2016,2017
86066,"American Pit Bull Mix / Pit Bull Mix",11520,"queens","queens",NA,2016,2017
86083,"Jack Russell Terrier",11001,"queens","queens",NA,2016,2017
86236,"Labrador Retriever Crossbreed",11001,"queens","queens",NA,2016,2017
86628,"Shih Tzu",11693,"manhattan","manhattan","queens",2016,2017
87216,"Poodle, Toy",11001,"queens","queens",NA,2016,2017
87323,"Irish Terrier",11973,"queens","queens",NA,2016,2017
87333,"Chihuahua",10163,"manhattan","manhattan",NA,2016,2017
87708,"Poodle, Toy",11001,"queens","queens",NA,2016,2018
87729,"Coonhound, Black and Tan",10128,"new york","unknown","manhattan",2016,2017
87778,"Havanese",11001,"queens","queens",NA,2016,2017
87956,"Chihuahua",11365,"new york","unknown","queens",2016,2017
87987,"Unknown",10022,"new york","unknown","manhattan",2016,2017
88165,"Poodle, Toy",10151,"new york","unknown","manhattan",2016,2017
88279,"Boxer",11106,"manhattan","manhattan","queens",2016,2017
88485,"Unknown",10276,"manhattan","manhattan",NA,2016,2021
88610,"Parson Russell Terrier",11414,"brooklyn","brooklyn","queens",2016,2017
88788,"Chihuahua",11367,"brooklyn","brooklyn","queens",2016,2017
88797,"Australian Shepherd",11001,"queens","queens",NA,2016,2017
89033,"Maltese",11024,"queens","queens",NA,2016,2018
90001,"Beagle Crossbreed",10805,"staten island","staten",NA,2016,2017
90023,"Unknown",11386,"queens","queens",NA,2016,2017
90100,"Pointer",10314,"queens","queens","staten",2016,2018
90120,"Shih Tzu",10314,"queens","queens","staten",2016,2018
90225,"Chihuahua",11373,"manhattan","manhattan","queens",2016,2016
90226,"Chihuahua",11373,"manhattan","manhattan","queens",2016,2017
90307,"American Staffordshire Terrier",10301,"brooklyn","brooklyn","staten",2016,2017
90581,"Shih Tzu",11040,"queens","queens",NA,2016,2017
90754,"Maltese Crossbreed",11501,"queens","queens",NA,2016,2017
90892,"Shih Tzu",10460,"brooklyn","brooklyn","bronx",2016,2017
91255,"Poodle",10025,"queens","queens","manhattan",2016,2017
91263,"Shih Tzu",10159,"manhattan","manhattan",NA,2016,2017
91285,"American Pit Bull Terrier/Pit Bull",11414,"brooklyn","brooklyn","queens",2016,2017
91288,"Unknown",10306,"manhattan","manhattan","staten",2016,2017
91483,"Pomeranian",11694,"brooklyn","brooklyn","queens",2016,2017
91822,"Golden Retriever",11001,"queens","queens",NA,2016,2017
91876,"Dachshund Smooth Coat Miniature",10128,"new york","unknown","manhattan",2016,2017
92252,"Pomeranian",11375,"manhattan","manhattan","queens",2016,2017
92430,"Coton de Tulear",11024,"staten island","staten",NA,2016,2017
92451,"Maltese",11418,"brooklyn","brooklyn","queens",2016,2017
92595,"Yorkshire Terrier",10163,"manhattan","manhattan",NA,2016,2017
92756,"American Pit Bull Terrier/Pit Bull",10460,"manhattan","manhattan","bronx",2016,2017
92800,"Yorkshire Terrier Crossbreed",10037,"brooklyn","brooklyn","manhattan",2016,2017
92911,"Poodle, Miniature",10025,"new york","unknown","manhattan",2016,2017
92927,"Lhasa Apso",11134,"queens","queens",NA,2016,2017
93148,"Chihuahua",10454,"manhattan","manhattan","bronx",2016,2017
93647,"West High White Terrier",11364,"manhattan","manhattan","queens",2016,2017
93758,"Unknown",11581,"queens","queens",NA,2016,2017
93831,"Unknown",11609,"queens","queens",NA,2016,2017
93990,"Unknown",11050,"queens","queens",NA,2016,2017
94034,"American Pit Bull Mix / Pit Bull Mix",10009,"brooklyn","brooklyn","manhattan",2016,2017
94072,"Unknown",10185,"manhattan","manhattan",NA,2016,2017
94385,"Jack Russell Terrier",10185,"manhattan","manhattan",NA,2016,2017
94442,"Parson Russell Terrier",10185,"manhattan","manhattan",NA,2016,2017
94544,"Unknown",11040,"queens","queens",NA,2016,2017
94569,"Yorkshire Terrier",11690,"queens","queens",NA,2016,2017
94701,"Beagle",33401,"west palm beach","not nyc",NA,2016,2018
94817,"Yorkshire Terrier",11040,"queens","queens",NA,2016,2017
94984,"American Pit Bull Terrier/Pit Bull",10458,"manhattan","manhattan","bronx",2016,2017
95198,"Poodle Crossbreed",10002,"queens","queens","manhattan",2016,2017
95496,"Chihuahua Crossbreed",11225,"manhattan","manhattan","brooklyn",2016,2017
95502,"Labrador Retriever Crossbreed",11040,"queens","queens",NA,2016,2017
95884,"Chihuahua",10030,"new york","unknown","manhattan",2016,2017
96075,"Mastiff",11690,"queens","queens",NA,2016,2017
96424,"Boston Terrier",11010,"queens","queens",NA,2016,2017
96609,"Maltese Crossbreed",10362,"bronx","bronx",NA,2016,2017
97198,"Chihuahua Crossbreed",10044,"bronx","bronx","manhattan",2016,2017
97562,"Yorkshire Terrier",11001,"queens","queens",NA,2016,2017
97923,"Boston Terrier",11040,"queens","queens",NA,2016,2017
98104,"Shih Tzu Crossbreed",10272,"manhattan","manhattan",NA,2016,2018
98105,"Shih Tzu Crossbreed",10272,"manhattan","manhattan",NA,2016,2019
98259,"Maltese Crossbreed",10450,"bronx","bronx",NA,2016,2017
98460,"Miniature Pinscher",10185,"manhattan","manhattan",NA,2016,2017
98577,"Dutch Shepherd",10159,"manhattan","manhattan",NA,2016,2017
98630,"Brittany Spaniel",11001,"queens","queens",NA,2016,2017
98887,"Unknown",11001,"queens","queens",NA,2016,2017
98997,"Chow Chow",11040,"queens","queens",NA,2016,2017
99107,"Pekingese",7093,"queens","queens",NA,2016,2017
99258,"Shih Tzu",10128,"bronx","bronx","manhattan",2016,2017
99633,"Unknown",11580,"queens","queens",NA,2016,2017
99784,"Parson Russell Terrier",11373,"brooklyn","brooklyn","queens",2016,2017
99850,"English Springer Spaniel",10023,"new york","unknown","manhattan",2016,2017
100290,"Shiba Inu",12533,"manhattan","manhattan",NA,2016,2017
100292,"Shiba Inu",12533,"manhattan","manhattan",NA,2016,2017
100880,"Maltese",10021,"queens","queens","manhattan",2016,2017
100933,"Ibizan Hound",11379,"staten island","staten","queens",2016,2017
100935,"Shih Tzu",10301,"brooklyn","brooklyn","staten",2016,2017
100966,"Havanese",11580,"queens","queens",NA,2016,2017
100999,"Maltese Crossbreed",11963,"queens","queens",NA,2016,2017
101067,"Labrador Retriever Crossbreed",11109,"brooklyn","brooklyn","queens",2016,2017
101404,"American Pit Bull Terrier/Pit Bull",11422,"manhattan","manhattan","queens",2016,2017
101465,"Unknown",11233,"manhattan","manhattan","brooklyn",2016,2017
101484,"Poodle Crossbreed",11020,"queens","queens",NA,2016,2017
102044,"Yorkshire Terrier",11385,"brooklyn","brooklyn","queens",2016,2017
102154,"Chihuahua",10012,"brooklyn","brooklyn","manhattan",2016,2017
102163,"Poodle, Toy",10028,"new york","unknown","manhattan",2016,2017
102462,"Brittany Spaniel",10129,"manhattan","manhattan",NA,2016,2017
102612,"Beagle",11001,"queens","queens",NA,2016,2017
102712,"Maltese",11040,"queens","queens",NA,2016,2017
103064,"Chow Chow",11231,"manhattan","manhattan","brooklyn",2016,2017
103132,"Cavalier King Charles Spaniel",11721,"queens","queens",NA,2016,2017
103186,"Morkie",10552,"bronx","bronx",NA,2016,2017
104113,"Shih Tzu",31539,"manhattan","manhattan",NA,2016,2017
104256,"Maltese",11418,"brooklyn","brooklyn","queens",2016,2017
104269,"Bichon Frise",11580,"queens","queens",NA,2016,2018
104351,"Unknown",11385,"brooklyn","brooklyn","queens",2016,2017
104386,"Chihuahua",10156,"manhattan","manhattan",NA,2016,2017
104666,"Labrador Retriever Crossbreed",10040,"bronx","bronx","manhattan",2016,2017
104698,"Beagle Crossbreed",10040,"bronx","bronx","manhattan",2016,2017
105166,"Unknown",11201,"bronx","bronx","brooklyn",2016,2017
105381,"American Pit Bull Terrier/Pit Bull",11731,"staten island","staten",NA,2016,2017
105450,"Chihuahua",10458,"manhattan","manhattan","bronx",2016,2017
105623,"Chihuahua",11772,"queens","queens",NA,2016,2017
106389,"Rottweiler",10001,"new york","unknown","manhattan",2016,2017
106428,"Shih Tzu",10028,"new york","unknown","manhattan",2016,2017
106447,"Rottweiler",10001,"new york","unknown","manhattan",2016,2017
106518,"Yorkshire Terrier",11211,"queens","queens","brooklyn",2016,2017
106976,"Bull Dog, English",11693,"brooklyn","brooklyn","queens",2016,2017
107024,"Shih Tzu",11206,"bronx","bronx","brooklyn",2016,2017
107070,"Labrador Retriever",10603,"bronx","bronx",NA,2016,2019
107187,"Chihuahua",11205,"manhattan","manhattan","brooklyn",2016,2019
107250,"American Staffordshire Terrier",10029,"bronx","bronx","manhattan",2016,2017
107333,"Chihuahua",11002,"manhattan","manhattan",NA,2016,2017
107382,"Shih Tzu",10705,"bronx","bronx",NA,2016,2017
107425,"Unknown",11226,"manhattan","manhattan","brooklyn",2016,2017
107462,"Terrier mix",10009,"brooklyn","brooklyn","manhattan",2016,2017
107529,"Maltese",11385,"brooklyn","brooklyn","queens",2016,2017
107904,"French Bulldog",11226,"manhattan","manhattan","brooklyn",2016,2017
107912,"Labradoodle",10023,"new york","unknown","manhattan",2016,2017
108036,"Dachshund",11205,"manhattan","manhattan","brooklyn",2016,2017
108445,"Bull Dog, English",11209,"queens","queens","brooklyn",2016,2021
108564,"German Shepherd Crossbreed",10025,"new york","unknown","manhattan",2016,2017
108932,"Wheaton Terrier",10708,"bronx","bronx",NA,2016,2017
108941,"Boxer",10968,"bronx","bronx",NA,2016,2017
109171,"Border Collie",11569,"queens","queens",NA,2016,2017
109179,"Bulldog",11372,"manhattan","manhattan","queens",2016,2017
109249,"Shih Tzu",11422,"staten island","staten","queens",2016,2017
109279,"American Staffordshire Terrier",10019,"queens","queens","manhattan",2016,2017
109419,"Shih Tzu",10308,"queens","queens","staten",2016,2017
109479,"Yorkshire Terrier",11338,"queens","queens",NA,2016,2017
109601,"Unknown",10306,"bronx","bronx","staten",2016,2017
109648,"Brussels Griffon",11096,"queens","queens",NA,2016,2017
109877,"Beagle Crossbreed",11106,"brooklyn","brooklyn","queens",2016,2017
110103,"Labrador Retriever Crossbreed",11425,"queens","queens",NA,2016,2017
110208,"West Highland White Terrier",11358,"brooklyn","brooklyn","queens",2016,2017
110290,"Dachshund, Long Haired Miniature",11372,"manhattan","manhattan","queens",2016,2017
110446,"Chihuahua",10707,"manhattan","manhattan",NA,2016,2017
110475,"Maltese",34746,"kissimmee florida","not nyc",NA,2016,2017
111027,"Welsh Corgi, Pembroke",11201,"manhattan","manhattan","brooklyn",2016,2017
111062,"Labrador Retriever",11697,"brooklyn","brooklyn","queens",2016,2017
111241,"Yorkshire Terrier Crossbreed",10301,"bronx","bronx","staten",2016,2017
111342,"Labrador Retriever",11001,"queens","queens",NA,2016,2017
111486,"Poodle Crossbreed",10040,"bronx","bronx","manhattan",2016,2017
111521,"Pug Crossbreed",11563,"queens","queens",NA,2016,2017
111634,"Border Collie Crossbreed",10031,"bronx","bronx","manhattan",2016,2017
111897,"Yorkshire Terrier",11360,"brooklyn","brooklyn","queens",2016,2017
112025,"Unknown",11040,"queens","queens",NA,2016,2017
112178,"Unknown",10129,"manhattan","manhattan",NA,2016,2017
112705,"Chihuahua",11386,"queens","queens",NA,2016,2017
112914,"American Pit Bull Terrier/Pit Bull",11372,"manhattan","manhattan","queens",2016,2017
113221,"Chihuahua Crossbreed",11758,"queens","queens",NA,2016,2017
113449,"Chihuahua",11200,"brooklyn","brooklyn",NA,2016,2017
113574,"Jack Russell Terrier",11200,"brooklyn","brooklyn",NA,2016,2017
113787,"Brussels Griffon",11216,"manhattan","manhattan","brooklyn",2016,2017
113963,"Shih Tzu",10116,"manhattan","manhattan",NA,2016,2017
114000,"Unknown",10034,"brooklyn","brooklyn","manhattan",2016,2021
114066,"Chihuahua",11370,"brooklyn","brooklyn","queens",2016,2017
114347,"Labrador Retriever",11001,"queens","queens",NA,2016,2017
114526,"Maltese",11001,"queens","queens",NA,2016,2017
114571,"Chihuahua Crossbreed",10457,"brooklyn","brooklyn","bronx",2016,2018
114593,"Pekingese",10473,"manhattan","manhattan","bronx",2016,2017
114691,"Cocker Spaniel",10024,"brooklyn","brooklyn","manhattan",2016,2017
114847,"American Pit Bull Mix / Pit Bull Mix",11231,"staten island","staten","brooklyn",2016,2017
114923,"Labradoodle",10129,"manhattan","manhattan",NA,2016,2017
115219,"Terrier mix",11040,"queens","queens",NA,2016,2017
115384,"American Pit Bull Terrier/Pit Bull",11003,"queens","queens",NA,2016,2017
115507,"Unknown",11003,"queens","queens",NA,2016,2017
116080,"Shih Tzu",10044,"new york","unknown","manhattan",2016,2017
116209,"Boston Terrier",10268,"manhattan","manhattan",NA,2016,2017
116558,"French Bulldog",11205,"manhattan","manhattan","brooklyn",2016,2017
116665,"American Pit Bull Mix / Pit Bull Mix",11237,"bronx","bronx","brooklyn",2016,2017
116771,"American Pit Bull Mix / Pit Bull Mix",10451,"manhattan","manhattan","bronx",2016,2017
117005,"Shiba Inu",11211,"manhattan","manhattan","brooklyn",2016,2017
117658,"Rat Terrier Crossbreed",11106,"manhattan","manhattan","queens",2016,2017
118509,"American Pit Bull Mix / Pit Bull Mix",10027,"bronx","bronx","manhattan",2016,2017
118583,"Papillon",11238,"manhattan","manhattan","brooklyn",2016,2017
118846,"Cavalier King Charles Spaniel",11040,"queens","queens",NA,2016,2017
118961,"American Pit Bull Mix / Pit Bull Mix",11414,"brooklyn","brooklyn","queens",2016,2017
119064,"Basenji",10163,"manhattan","manhattan",NA,2016,2017
119106,"Basenji",10163,"manhattan","manhattan",NA,2016,2017
119138,"Shih Tzu",10803,"bronx","bronx",NA,2016,2017
119280,"Unknown",11030,"queens","queens",NA,2016,2018
119593,"Labrador Retriever Crossbreed",11101,"brooklyn","brooklyn","queens",2016,2021
119687,"Pomeranian",11001,"queens","queens",NA,2016,2017
119813,"Labrador Retriever",90403,"santa monica","not nyc",NA,2016,2017
119887,"Shih Tzu Crossbreed",11704,"queens","queens",NA,2016,2017
119943,"American Staffordshire Terrier",11001,"queens","queens",NA,2016,2018
119990,"American Pit Bull Terrier/Pit Bull",11001,"queens","queens",NA,2016,2018
120077,"Tibetan Spaniel",22314,"manhattan","manhattan",NA,2016,2018
120170,"Pug Crossbreed",10009,"brooklyn","brooklyn","manhattan",2016,2017
120224,"Unknown",12202,"albany","not nyc",NA,2016,2017
120316,"Pomeranian Crossbreed",11967,"staten island","staten",NA,2016,2017
120352,"Cocker Spaniel Crossbreed",11423,"manhattan","manhattan","queens",2016,2017
120358,"Shih Tzu",11361,"staten island","staten","queens",2016,2017
120523,"Yorkshire Terrier",11590,"queens","queens",NA,2016,2017
120527,"Pomeranian",11204,"queens","queens","brooklyn",2016,2017
120812,"Australian Shepherd",10009,"brooklyn","brooklyn","manhattan",2016,2017
120954,"Chihuahua",11552,"queens","queens",NA,2016,2017
121015,"American Pit Bull Mix / Pit Bull Mix",11385,"brooklyn","brooklyn","queens",2016,2017
121072,"Pomeranian",10454,"manhattan","manhattan","bronx",2016,2017
121077,"Pomeranian Crossbreed",10591,"brooklyn","brooklyn",NA,2016,2017
121210,"Labrador Retriever",11694,"brooklyn","brooklyn","queens",2016,2017
121963,"Yorkshire Terrier",10312,"brooklyn","brooklyn","staten",2016,2017
122057,"Maltese",10023,"new york","unknown","manhattan",2016,2017
